ticket_subject,ticket_description,category,subcategory,device_type,tags
WiFi guest network not working,The guest WiFi network is unreachable. Visitors are unable to connect.,network,WiFi,tablet,"network,WiFi,support,medium"
Tablet cannot join corporate WiFi,The tablet fails to authenticate with the corporate wireless network.,hardware,tablet,tablet,"hardware,tablet,finance,medium"
Account permissions need updating,User's role changed and their account permissions need to be updated accordingly.,access,account,desktop,"access,account,sales,critical"
VPN two-factor authentication issue,2FA prompt is not being received during VPN login attempts.,access,VPN,laptop,"access,VPN,production,high"
Departed employee account deactivation,Please disable all accounts for an employee who has left the company.,access,account,desktop,"access,account,r&d,medium"
Email account not syncing on mobile,Work email is not syncing to mobile device. Calendar is also affected.,software,email,desktop,"software,email,support,medium"
ERP performance slow during peak hours,"ERP system slows significantly during morning peak hours, impacting productivity.",software,ERP,desktop,"software,ERP,it,high"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,general,desktop,"other,general,r&d,high"
Firewall logs showing suspicious activity,Firewall logs show repeated connection attempts from unknown IPs.,network,firewall,server,"network,firewall,r&d,critical"
Desktop not powering on,The desktop PC will not turn on despite power being connected correctly.,hardware,desktop,desktop,"hardware,desktop,hr,high"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,test,desktop,"other,test,legal,low"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,sales,high"
Firewall blocking legitimate traffic,The firewall is blocking access to a required external API endpoint.,network,firewall,server,"network,firewall,operations,medium"
Email attachments not opening,Email attachments are downloading but cannot be opened by any application.,software,email,desktop,"software,email,support,medium"
Printer network connection lost,The office printer has lost its network connection and cannot receive print jobs.,hardware,printer,printer,"hardware,printer,procurement,high"
Firewall blocking legitimate traffic,The firewall is blocking access to a required external API endpoint.,network,firewall,server,"network,firewall,sales,low"
Firewall logs showing suspicious activity,Firewall logs show repeated connection attempts from unknown IPs.,network,firewall,server,"network,firewall,support,medium"
Departed employee account deactivation,Please disable all accounts for an employee who has left the company.,access,account,desktop,"access,account,r&d,medium"
Departed employee account deactivation,Please disable all accounts for an employee who has left the company.,access,account,desktop,"access,account,it,medium"
Desktop graphics card failure,Display artifacts and crashes suggest a failing GPU on desktop unit.,hardware,desktop,desktop,"hardware,desktop,operations,low"
Monitor resolution incorrect,Monitor is stuck at a lower resolution and cannot be changed in display settings.,hardware,monitor,monitor,"hardware,monitor,operations,high"
Email attachments not opening,Email attachments are downloading but cannot be opened by any application.,software,email,desktop,"software,email,legal,medium"
Desktop running extremely slow,Applications are taking over 5 minutes to load on this desktop PC.,hardware,desktop,desktop,"hardware,desktop,sales,high"
ERP login page not loading,The ERP system login page fails to load for users on the office network.,software,ERP,desktop,"software,ERP,finance,high"
Password expiry causing lockout,Password expired and self-service reset is not sending the recovery email.,access,password,desktop,"access,password,support,critical"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,logistics,low"
Application throwing 500 error,Users receive a 500 internal server error when accessing certain app features.,access,application,desktop,"access,application,logistics,high"
VPN drops connection frequently,"VPN disconnects every 10-15 minutes, interrupting remote work.",access,VPN,laptop,"access,VPN,hr,high"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,test,desktop,"other,test,marketing,low"
Desktop audio not working,No sound output from desktop. Speakers and headphones both affected.,hardware,desktop,desktop,"hardware,desktop,operations,critical"
Printer calibration needed,Print outputs are misaligned and colors are off. The printer needs calibration.,hardware,printer,printer,"hardware,printer,legal,medium"
Antivirus flagging false positive,Antivirus is blocking a known-good application used for financial reporting.,software,antivirus,desktop,"software,antivirus,r&d,low"
WiFi authentication error,Devices get an authentication error when trying to connect to corporate WiFi.,network,WiFi,tablet,"network,WiFi,it,medium"
CRM access needed for new sales rep,New sales team member needs access provisioned in the CRM system.,software,CRM,desktop,"software,CRM,marketing,high"
CRM data export failing,Attempting to export CRM reports results in an error. Data cannot be extracted.,software,CRM,desktop,"software,CRM,marketing,medium"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,executive,low"
